"aluexon"	"chr_hg19_t"	"start_hg19_t"	"end_hg19_t"	"position_hg19_t"	"strand_hg19_t"	"distance_hg19_t"	"chr_alu_hg19_t"	"start_alu_hg19_t"	"end_alu_hg19_t"	"alu_element_hg19_t"	"alu_substitutions_hg19_t"	"alu_strand_hg19_t"	"chr_hg19"	"start_hg19"	"end_hg19"	"position_hg19"	"strand_hg19"	"distance_hg19"	"3SSS_hg19"	"WU_hg19"	"U1_hg19"	"U2_hg19"	"region_hg19"	"chr_panTro4"	"start_panTro4"	"end_panTro4"	"position_panTro4"	"strand_panTro4"	"distance_panTro4"	"3SSS_panTro4"	"WU_panTro4"	"U1_panTro4"	"U2_panTro4"	"region_panTro4"	"chr_nomLeu1"	"start_nomLeu1"	"end_nomLeu1"	"position_nomLeu1"	"strand_nomLeu1"	"distance_nomLeu1"	"3SSS_nomLeu1"	"WU_nomLeu1"	"U1_nomLeu1"	"U2_nomLeu1"	"region_nomLeu1"	"chr_rheMac3"	"start_rheMac3"	"end_rheMac3"	"position_rheMac3"	"strand_rheMac3"	"distance_rheMac3"	"3SSS_rheMac3"	"WU_rheMac3"	"U1_rheMac3"	"U2_rheMac3"	"region_rheMac3"	"chr_calJac3"	"start_calJac3"	"end_calJac3"	"position_calJac3"	"strand_calJac3"	"distance_calJac3"	"3SSS_calJac3"	"WU_calJac3"	"U1_calJac3"	"U2_calJac3"	"region_calJac3"	"furthest_all"	"furthest"	"UCSCtype"	"dist"	"Exon_Originated"
"Aluexon:4588"	"chr7"	1558336	1558337	"chr7:1558336:1558337:+"	"+"	196	"chr7"	1558141	1558463	"AluSz6"	"high"	"+"	"chr7"	1558336	1558337	"chr7:1558336:1558337:+"	"+"	196	6.53	13	13	6	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	"cryptic"	"Left arm"	NA
"Aluexon:4589"	"chr7"	4693595	4693596	"chr7:4693595:4693596:+"	"+"	19	"chr7"	4693577	4693876	"AluJr"	"high"	"+"	"chr7"	4693595	4693596	"chr7:4693595:4693596:+"	"+"	19	10.46	7	5	7	"hg19"	"chr7"	3318605	3318606	"chr7:4693595:4693596:+"	"+"	19	10.46	7	5	7	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr3"	43037229	43037230	"chr7:4693595:4693596:+"	"+"	19	10.46	5	5	4	"rheMac3"	"chr2"	16001855	16001856	"chr7:4693595:4693596:+"	"-"	19	-5.52	7	5	7	"calJac3"	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:459"	"chr10"	99328194	99328195	"chr10:99328194:99328195:+"	"+"	24	"chr10"	99328171	99328442	"AluSz"	"moderate"	"+"	"chr10"	99328194	99328195	"chr10:99328194:99328195:+"	"+"	24	3.47	11	11	5	"hg19"	"chr10"	97048972	97048973	"chr10:99328194:99328195:+"	"+"	24	2.45	8	8	5	"panTro4"	"GL397265"	31104632	31104633	"chr10:99328194:99328195:+"	"+"	24	1.92	8	8	5	"nomLeu1"	"chr9"	94711769	94711770	"chr10:99328194:99328195:+"	"+"	24	2.73	9	9	5	"rheMac3"	"chr12"	84631347	84631348	"chr10:99328194:99328195:+"	"+"	24	-9.32	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4590"	"chr7"	4821701	4821702	"chr7:4821701:4821702:+"	"+"	30	"chr7"	4821672	4821942	"AluJb"	"high"	"+"	"chr7"	4821701	4821702	"chr7:4821701:4821702:+"	"+"	30	10.58	7	6	7	"hg19"	"chr7"	3446714	3446715	"chr7:4821701:4821702:+"	"+"	30	10.9	7	6	7	"panTro4"	"GL397424"	1710899	1710900	"chr7:4821701:4821702:+"	"+"	30	10.58	7	6	7	"nomLeu1"	"chr3"	43178171	43178172	"chr7:4821701:4821702:+"	"+"	30	9.08	6	6	6	"rheMac3"	"chr2"	15849710	15849711	"chr7:4821701:4821702:+"	"-"	30	5.19	7	7	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:4591"	"chr7"	6007068	6007069	"chr7:6007068:6007069:-"	"-"	172	"chr7"	6006952	6007241	"AluJb"	"high"	"-"	"chr7"	6007068	6007069	"chr7:6007068:6007069:-"	"-"	172	7.73	6	5	6	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	"cryptic"	"Left arm"	NA
"Aluexon:4592"	"chr7"	6633299	6633300	"chr7:6633299:6633300:+"	"+"	27	"chr7"	6633273	6633581	"AluJb"	"high"	"+"	"chr7"	6633299	6633300	"chr7:6633299:6633300:+"	"+"	27	3.97	17	17	6	"hg19"	"chr7"	4790236	4790237	"chr7:6633299:6633300:+"	"-"	27	3.84	14	14	6	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4593"	"chr7"	17843671	17843672	"chr7:17843671:17843672:-"	"-"	26	"chr7"	17843388	17843698	"AluJo"	"highest"	"-"	"chr7"	17843671	17843672	"chr7:17843671:17843672:-"	"-"	26	-12.41	21	6	21	"hg19"	"chr7"	16387858	16387859	"chr7:17843671:17843672:-"	"-"	26	-12.41	14	6	14	"panTro4"	"GL397261"	40378578	40378579	"chr7:17843671:17843672:-"	"-"	26	-12.41	15	6	15	"nomLeu1"	"chr3"	108941483	108941484	"chr7:17843671:17843672:-"	"+"	26	-12.41	25	6	25	"rheMac3"	"chr8"	38357288	38357289	"chr7:17843671:17843672:-"	"+"	26	-12.41	8	6	8	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4594"	"chr7"	29725936	29725937	"chr7:29725936:29725937:+"	"+"	20	"chr7"	29725917	29726231	"AluSq4"	"lowest"	"+"	"chr7"	29725936	29725937	"chr7:29725936:29725937:+"	"+"	20	4.74	18	18	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr8"	3175984	3175985	"chr7:29725936:29725937:+"	"-"	20	-2.92	10	10	5	"calJac3"	"c(\"hg19\", NA, NA, NA, \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4595"	"chr7"	32914435	32914436	"chr7:32914435:32914436:-"	"-"	152	"chr7"	32914324	32914588	"AluSg"	"lowest"	"-"	"chr7"	32914435	32914436	"chr7:32914435:32914436:-"	"-"	152	4.87	7	7	7	"hg19"	"chr7"	31422948	31422949	"chr7:32914435:32914436:-"	"-"	152	4.87	7	7	7	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr3"	93872033	93872034	"chr7:32914435:32914436:-"	"+"	152	3.27	7	5	7	"rheMac3"	"chr8"	909526	909527	"chr7:32914435:32914436:-"	"-"	152	3.6	6	4	6	"calJac3"	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:4596"	"chr7"	35878172	35878173	"chr7:35878172:35878173:+"	"+"	172	"chr7"	35878001	35878289	"AluJb"	"high"	"+"	"chr7"	35878172	35878173	"chr7:35878172:35878173:+"	"+"	172	7.92	8	3	8	"hg19"	"chr7"	34400673	34400674	"chr7:35878172:35878173:+"	"+"	172	7.92	8	3	8	"panTro4"	"GL397320"	691906	691907	"chr7:35878172:35878173:+"	"+"	172	8.52	NA	NA	7	"nomLeu1"	"chr3"	90868240	90868241	"chr7:35878172:35878173:+"	"-"	172	8.88	9	3	9	"rheMac3"	"chr8"	3858462	3858463	"chr7:35878172:35878173:+"	"+"	172	8.36	10	3	10	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4597"	"chr7"	35879893	35879894	"chr7:35879893:35879894:+"	"+"	25	"chr7"	35879869	35880187	"AluJr"	"highest"	"+"	"chr7"	35879893	35879894	"chr7:35879893:35879894:+"	"+"	25	4.49	5	5	4	"hg19"	"chr7"	34402403	34402404	"chr7:35879893:35879894:+"	"+"	25	3.52	5	5	4	"panTro4"	"GL397320"	693690	693691	"chr7:35879893:35879894:+"	"+"	25	4.49	5	5	4	"nomLeu1"	"chr3"	90866548	90866549	"chr7:35879893:35879894:+"	"-"	25	4.45	4	4	4	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4598"	"chr7"	38301266	38301267	"chr7:38301266:38301267:-"	"-"	234	"chr7"	38301194	38301501	"AluSg"	"low"	"-"	"chr7"	38301266	38301267	"chr7:38301266:38301267:-"	"-"	234	-11.48	16	16	5	"hg19"	"chr7"	36824449	36824450	"chr7:38301266:38301267:-"	"-"	234	-10.88	11	11	5	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr3"	88525202	88525203	"chr7:38301266:38301267:-"	"+"	234	-10.91	6	5	6	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4599"	"chr7"	38301465	38301466	"chr7:38301465:38301466:-"	"-"	35	"chr7"	38301194	38301501	"AluSg"	"low"	"-"	"chr7"	38301465	38301466	"chr7:38301465:38301466:-"	"-"	35	7.64	16	16	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	"cryptic"	"Right arm"	NA
"Aluexon:46"	"chr1"	17278406	17278407	"chr1:17278406:17278407:+"	"+"	31	"chr1"	17278376	17278670	"AluSg"	"low"	"+"	"chr1"	17278406	17278407	"chr1:17278406:17278407:+"	"+"	31	3.64	12	12	5	"hg19"	"chr1"	16847621	16847622	"chr1:17278406:17278407:+"	"+"	31	4.08	14	14	5	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr1"	19661013	19661014	"chr1:17278406:17278407:+"	"+"	31	5.18	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:460"	"chr10"	98862079	98862080	"chr10:98862079:98862080:-"	"-"	131	"chr10"	98861897	98862211	"AluSx1"	"low"	"-"	"chr10"	98862079	98862080	"chr10:98862079:98862080:-"	"-"	131	-13.21	16	16	5	"hg19"	"chr10"	96577412	96577413	"chr10:98862079:98862080:-"	"-"	131	-12.7	12	12	5	"panTro4"	"GL397265"	30624834	30624835	"chr10:98862079:98862080:-"	"-"	131	-13.21	14	14	5	"nomLeu1"	"chr9"	94231745	94231746	"chr10:98862079:98862080:-"	"-"	131	-12.17	NA	16	NA	"rheMac3"	"chr12"	84183140	84183141	"chr10:98862079:98862080:-"	"-"	131	-12.16	9	9	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4600"	"chr7"	39828951	39828952	"chr7:39828951:39828952:+"	"+"	32	"chr7"	39828920	39829108	"AluJb"	"highest"	"+"	"chr7"	39828951	39828952	"chr7:39828951:39828952:+"	"+"	32	4.42	11	11	4	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	"alternative"	"Right arm"	NA
"Aluexon:4601"	"chr7"	43691428	43691429	"chr7:43691428:43691429:-"	"-"	178	"chr7"	43691314	43691607	"AluJb"	"high"	"-"	"chr7"	43691428	43691429	"chr7:43691428:43691429:-"	"-"	178	7.22	6	4	6	"hg19"	"chr7"	38544230	38544231	"chr7:43691428:43691429:-"	"+"	178	7.22	6	4	6	"panTro4"	"GL397320"	8513983	8513984	"chr7:43691428:43691429:-"	"-"	178	6.73	6	4	6	"nomLeu1"	"chr3"	83199686	83199687	"chr7:43691428:43691429:-"	"+"	178	-2.02	6	4	6	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4602"	"chr7"	47508031	47508032	"chr7:47508031:47508032:-"	"-"	31	"chr7"	47507762	47508063	"AluSx"	"low"	"-"	"chr7"	47508031	47508032	"chr7:47508031:47508032:-"	"-"	31	2.32	5	5	5	"hg19"	"chr7"	46069402	46069403	"chr7:47508031:47508032:-"	"-"	31	2.32	5	5	5	"panTro4"	"GL397320"	12095703	12095704	"chr7:47508031:47508032:-"	"-"	31	4.73	16	16	5	"nomLeu1"	"chr3"	79598910	79598911	"chr7:47508031:47508032:-"	"+"	31	-11.98	7	7	5	"rheMac3"	"chr8"	14541671	14541672	"chr7:47508031:47508032:-"	"-"	31	9.73	14	14	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4603"	"chr7"	64259662	64259663	"chr7:64259662:64259663:+"	"+"	121	"chr7"	64259542	64259838	"AluSp"	"low"	"+"	"chr7"	64259662	64259663	"chr7:64259662:64259663:+"	"+"	121	4.89	10	10	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	"cryptic"	"Left arm"	NA
"Aluexon:4604"	"chr7"	66177501	66177502	"chr7:66177501:66177502:+"	"+"	42	"chr7"	66177460	66177759	"AluJb"	"high"	"+"	"chr7"	66177501	66177502	"chr7:66177501:66177502:+"	"+"	42	8.38	7	7	6	"hg19"	"chr7"	65214748	65214749	"chr7:66177501:66177502:+"	"+"	42	8.38	7	7	6	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4605"	"chr7"	66180748	66180749	"chr7:66180748:66180749:+"	"+"	11	"chr7"	66180738	66180904	"FAM"	"highest"	"+"	"chr7"	66180748	66180749	"chr7:66180748:66180749:+"	"+"	11	8.63	10	10	4	"hg19"	"chr7"	65217996	65217997	"chr7:66180748:66180749:+"	"+"	11	8.63	10	10	4	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:4606"	"chr7"	66178313	66178314	"chr7:66178313:66178314:+"	"+"	197	"chr7"	66178117	66178414	"AluYc"	"low"	"+"	"chr7"	66178313	66178314	"chr7:66178313:66178314:+"	"+"	197	3.25	15	15	6	"hg19"	"chr7"	65215559	65215560	"chr7:66178313:66178314:+"	"+"	197	3.25	24	24	6	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4607"	"chr7"	66403515	66403516	"chr7:66403515:66403516:+"	"+"	32	"chr7"	66403484	66403791	"AluSg"	"moderate"	"+"	"chr7"	66403515	66403516	"chr7:66403515:66403516:+"	"+"	32	4.24	5	5	5	"hg19"	"chr7"	65440249	65440250	"chr7:66403515:66403516:+"	"+"	32	4.24	5	5	5	"panTro4"	"GL397386"	4597004	4597005	"chr7:66403515:66403516:+"	"-"	32	2.87	5	5	5	"nomLeu1"	"chr3"	58631087	58631088	"chr7:66403515:66403516:+"	"-"	32	-6.04	11	11	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4608"	"chr7"	66392627	66392628	"chr7:66392627:66392628:+"	"+"	216	"chr7"	66392412	66392743	"AluJo"	"high"	"+"	"chr7"	66392627	66392628	"chr7:66392627:66392628:+"	"+"	216	12.22	15	14	15	"hg19"	"chr7"	65429233	65429234	"chr7:66392627:66392628:+"	"+"	216	12.75	20	15	20	"panTro4"	"GL397386"	4608426	4608427	"chr7:66392627:66392628:+"	"-"	216	12.23	25	25	12	"nomLeu1"	"chr3"	58642421	58642422	"chr7:66392627:66392628:+"	"-"	216	8.72	14	14	11	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:4609"	"chr7"	72931660	72931661	"chr7:72931660:72931661:-"	"-"	190	"chr7"	72931541	72931851	"AluJr"	"highest"	"-"	"chr7"	72931660	72931661	"chr7:72931660:72931661:-"	"-"	190	6.32	8	8	5	"hg19"	"chr7"	73596081	73596082	"chr7:72931660:72931661:-"	"+"	190	6.32	8	8	5	"panTro4"	"ADFV01136974"	11132	11133	"chr7:72931660:72931661:-"	"-"	190	3.9	8	8	4	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, NA)"	"nomLeu1"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:461"	"chr10"	99018511	99018512	"chr10:99018511:99018512:-"	"-"	25	"chr10"	99018452	99018537	"AluJb"	"highest"	"-"	"chr10"	99018511	99018512	"chr10:99018511:99018512:-"	"-"	25	4.1	10	7	10	"hg19"	"chr10"	96738194	96738195	"chr10:99018511:99018512:-"	"-"	25	3.25	9	8	9	"panTro4"	"GL397265"	30787771	30787772	"chr10:99018511:99018512:-"	"-"	25	3.58	15	7	15	"nomLeu1"	"chr9"	94398107	94398108	"chr10:99018511:99018512:-"	"-"	25	3.93	10	7	10	"rheMac3"	"chr12"	84347139	84347140	"chr10:99018511:99018512:-"	"-"	25	2.19	7	7	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:4610"	"chr7"	72933042	72933043	"chr7:72933042:72933043:-"	"-"	17	"chr7"	72932892	72933060	"FAM"	"highest"	"-"	"chr7"	72933042	72933043	"chr7:72933042:72933043:-"	"-"	17	7.18	5	5	5	"hg19"	"chr7"	73594679	73594680	"chr7:72933042:72933043:-"	"+"	17	7.18	5	5	5	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr3"	51391168	51391169	"chr7:72933042:72933043:-"	"-"	17	4.62	5	5	5	"rheMac3"	"chr2"	8285523	8285524	"chr7:72933042:72933043:-"	"+"	17	1.06	5	5	5	"calJac3"	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4612"	"chr7"	73105953	73105954	"chr7:73105953:73105954:+"	"+"	28	"chr7"	73105926	73106233	"AluJr4"	"highest"	"+"	"chr7"	73105953	73105954	"chr7:73105953:73105954:+"	"+"	28	1.25	12	6	12	"hg19"	"chr7"	73421036	73421037	"chr7:73105953:73105954:+"	"-"	28	1.25	12	6	12	"panTro4"	"GL397399"	4143712	4143713	"chr7:73105953:73105954:+"	"-"	28	1.25	14	6	14	"nomLeu1"	"chr3"	51573611	51573612	"chr7:73105953:73105954:+"	"+"	28	2.34	9	6	9	"rheMac3"	"chr2"	8105068	8105069	"chr7:73105953:73105954:+"	"-"	28	0.84	24	6	24	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4613"	"chr7"	56146776	56146777	"chr7:56146776:56146777:+"	"+"	181	"chr7"	56146596	56146866	"AluJr"	"highest"	"+"	"chr7"	56146776	56146777	"chr7:56146776:56146777:+"	"+"	181	5.64	12	12	5	"hg19"	"chr7"	54737218	54737219	"chr7:56146776:56146777:+"	"+"	181	5.64	12	12	5	"panTro4"	"GL397567"	460823	460824	"chr7:56146776:56146777:+"	"+"	181	5.84	18	18	5	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr17"	74599261	74599262	"chr7:56146776:56146777:+"	"+"	181	-3.49	5	5	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:4614"	"chr7"	74078788	74078789	"chr7:74078788:74078789:+"	"+"	27	"chr7"	74078762	74079064	"AluSz"	"low"	"+"	"chr7"	74078788	74078789	"chr7:74078788:74078789:+"	"+"	27	2.65	7	7	5	"hg19"	"chr7"	72451525	72451526	"chr7:74078788:74078789:+"	"-"	27	-14.1	7	7	5	"panTro4"	"GL397399"	3181842	3181843	"chr7:74078788:74078789:+"	"-"	27	1.49	6	6	5	"nomLeu1"	"chr3"	52554883	52554884	"chr7:74078788:74078789:+"	"+"	27	2.8	13	13	5	"rheMac3"	"chr2"	7286500	7286501	"chr7:74078788:74078789:+"	"-"	27	-6.62	6	6	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4615"	"chr7"	74145080	74145081	"chr7:74145080:74145081:+"	"+"	29	"chr7"	74145052	74145344	"AluSx1"	"lowest"	"+"	"chr7"	74145080	74145081	"chr7:74145080:74145081:+"	"+"	29	3.97	27	27	5	"hg19"	"chr7"	72381690	72381691	"chr7:74145080:74145081:+"	"-"	29	3.97	26	26	5	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr3"	52622449	52622450	"chr7:74145080:74145081:+"	"+"	29	0.52	10	10	5	"rheMac3"	"chr2"	7216280	7216281	"chr7:74145080:74145081:+"	"-"	29	-4.01	18	18	5	"calJac3"	"c(\"hg19\", \"panTro4\", NA, \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:4616"	"chr7"	72402292	72402293	"chr7:72402292:72402293:+"	"+"	184	"chr7"	72402109	72402408	"AluSq2"	"low"	"+"	"chr7"	72402292	72402293	"chr7:72402292:72402293:+"	"+"	184	2.24	15	15	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr3"	51158659	51158660	"chr7:72402292:72402293:+"	"+"	184	2.24	15	15	5	"rheMac3"	"chr2"	8524895	8524896	"chr7:72402292:72402293:+"	"-"	184	5.24	10	10	5	"calJac3"	"c(\"hg19\", NA, NA, \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:4617"	"chr7"	75706613	75706614	"chr7:75706613:75706614:-"	"-"	33	"chr7"	75706447	75706647	"AluJb"	"highest"	"-"	"chr7"	75706613	75706614	"chr7:75706613:75706614:-"	"-"	33	3.4	10	10	4	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, NA, NA, NA)"	"hg19"	"cryptic"	"Right arm"	NA
"Aluexon:4619"	"chr7"	80545049	80545050	"chr7:80545049:80545050:-"	"-"	25	"chr7"	80544795	80545075	"AluSc"	"low"	"-"	"chr7"	80545049	80545050	"chr7:80545049:80545050:-"	"-"	25	3.28	19	19	5	"hg19"	"chr7"	81411936	81411937	"chr7:80545049:80545050:-"	"-"	25	3.28	20	20	5	"panTro4"	"GL397261"	11846203	11846204	"chr7:80545049:80545050:-"	"-"	25	3.01	20	20	5	"nomLeu1"	"chr3"	137432987	137432988	"chr7:80545049:80545050:-"	"+"	25	3.01	16	16	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:462"	"chr10"	99432584	99432585	"chr10:99432584:99432585:+"	"+"	105	"chr10"	99432480	99432705	"AluSx3"	"moderate"	"+"	"chr10"	99432584	99432585	"chr10:99432584:99432585:+"	"+"	105	-28.08	24	24	12	"hg19"	"chr10"	97155632	97155633	"chr10:99432584:99432585:+"	"+"	105	-28.08	22	22	7	"panTro4"	"GL397265"	31208508	31208509	"chr10:99432584:99432585:+"	"+"	105	-28.08	15	15	13	"nomLeu1"	"chr9"	94819363	94819364	"chr10:99432584:99432585:+"	"+"	105	-26.87	13	13	7	"rheMac3"	"chr12"	84744789	84744790	"chr10:99432584:99432585:+"	"+"	105	-25.37	10	8	10	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
